neighbourhood,latitude,longitude,room_type,price,stars
Nrrebro,55.68975,12.55961,Entire home/apt,760,2
Amager st,55.66159,12.62292,Entire home/apt,800,2
Vesterbro-Kongens Enghave,55.64824,12.54743,Entire home/apt,1071,3
Vesterbro-Kongens Enghave,55.65703,12.54854,Entire home/apt,600,3
Nrrebro,55.69156,12.56152,Entire home/apt,891,1
Frederiksberg,55.68696,12.53231,Entire home/apt,720,1
Bispebjerg,55.72605,12.52865,Private room,300,4
Bispebjerg,55.71455,12.53448,Entire home/apt,395,1
Nrrebro,55.68406,12.55623,Private room,500,1
Valby,55.66527,12.51502,Entire home/apt,550,2
Frederiksberg,55.67987,12.49443,Private room,333,2
Bispebjerg,55.70291,12.53198,Entire home/apt,756,2
Indre By,55.68886,12.58568,Entire home/apt,1803,2
Nrrebro,55.6938,12.56574,Entire home/apt,1500,5
Indre By,55.69208,12.57557,Entire home/apt,1000,1
Indre By,55.68142,12.56448,Entire home/apt,1400,1
Vesterbro-Kongens Enghave,55.66384,12.55101,Entire home/apt,1350,5
Valby,55.66192,12.51893,Entire home/apt,800,3
Frederiksberg,55.6781,12.54816,Entire home/apt,1093,1
Vesterbro-Kongens Enghave,55.65401,12.53691,Entire home/apt,595,1
Amager Vest,55.63164,12.57548,Entire home/apt,850,3
Amager Vest,55.66005,12.58787,Entire home/apt,2000,3
Indre By,55.6973,12.58653,Private room,450,1
Nrrebro,55.68839,12.56322,Entire home/apt,800,1
Frederiksberg,55.68484,12.51915,Entire home/apt,899,5
Nrrebro,55.69239,12.55161,Entire home/apt,799,4
Frederiksberg,55.68309,12.54895,Private room,460,3
Vesterbro-Kongens Enghave,55.66582,12.54024,Entire home/apt,753,1
Frederiksberg,55.6835,12.53237,Entire home/apt,921,1
Nrrebro,55.69851,12.54653,Entire home/apt,650,5
Indre By,55.68609,12.56424,Entire home/apt,1473,5
Bispebjerg,55.69628,12.52783,Entire home/apt,602,2
Vesterbro-Kongens Enghave,55.66475,12.54043,Entire home/apt,850,2
Vesterbro-Kongens Enghave,55.66911,12.54202,Entire home/apt,1050,1
Valby,55.6560760732343,12.5112644660113,Entire home/apt,850,2
Vesterbro-Kongens Enghave,55.65019,12.54799,Entire home/apt,1679,2
Nrrebro,55.69836,12.5517,Entire home/apt,800,3
Frederiksberg,55.6955,12.53364,Entire home/apt,850,1
sterbro,55.71246,12.560197,Private room,239,2
Nrrebro,55.70071,12.54111,Private room,513,1
Nrrebro,55.69365,12.54167,Entire home/apt,699,1
Vesterbro-Kongens Enghave,55.67268,12.54995,Entire home/apt,2150,4
Vanlse,55.69162,12.48169,Entire home/apt,600,3
Amager Vest,55.65745,12.6056,Private room,380,4
sterbro,55.69697,12.57186,Entire home/apt,1500,4
Amager st,55.65492,12.61225,Entire home/apt,550,2
Amager st,55.6525,12.61915,Entire home/apt,800,4
Amager Vest,55.620205,12.57341,Entire home/apt,840,2
Indre By,55.6765,12.58794,Entire home/apt,1500,5
sterbro,55.70803,12.56412,Entire home/apt,750,4
Frederiksberg,55.69343,12.53312,Entire home/apt,700,1
Indre By,55.68208,12.57065,Entire home/apt,1300,3
Nrrebro,55.68482,12.55452,Entire home/apt,1400,3
Nrrebro,55.68983,12.55644,Entire home/apt,953,2
Amager Vest,55.62404,12.57662,Entire home/apt,850,2
Valby,55.6705,12.49051,Private room,443,4
Vesterbro-Kongens Enghave,55.65129,12.55,Entire home/apt,863,5
Amager st,55.66278,12.60851,Entire home/apt,800,4
Vesterbro-Kongens Enghave,55.66337,12.5504,Private room,489,2
Amager st,55.65848,12.62584,Entire home/apt,804,2
Frederiksberg,55.68235,12.50724,Entire home/apt,900,1
Indre By,55.68395,12.58809,Entire home/apt,1130,5
Bispebjerg,55.70512,12.53681,Private room,533,3
sterbro,55.69867,12.59526,Private room,1199,1
Indre By,55.68387,12.58692,Entire home/apt,1494,1
Vesterbro-Kongens Enghave,55.65141,12.55722,Private room,4371,2
Amager st,55.66692,12.60075,Private room,714,4
Nrrebro,55.69287,12.56723,Entire home/apt,800,5
Vesterbro-Kongens Enghave,55.6675,12.55118,Entire home/apt,808,2
Frederiksberg,55.68183,12.53859,Entire home/apt,500,4
Amager st,55.64729,12.61425,Entire home/apt,1200,5
Indre By,55.67974,12.58154,Entire home/apt,2380,2
Amager st,55.66135,12.61345,Entire home/apt,690,5
Vesterbro-Kongens Enghave,55.66745,12.54783,Entire home/apt,1100,5
Amager st,55.66572,12.60267,Entire home/apt,1070,4
Amager st,55.64892,12.62547,Entire home/apt,1050,5
Vesterbro-Kongens Enghave,55.67368,12.5528,Private room,652,1
Amager st,55.65073,12.63568,Entire home/apt,1164,5
Amager Vest,55.66669,12.57975,Entire home/apt,2000,2
Vanlse,55.6998365743219,12.5207550258357,Entire home/apt,529,5
Vesterbro-Kongens Enghave,55.67165,12.54524,Entire home/apt,1199,3
Frederiksberg,55.68193,12.53246,Entire home/apt,900,2
Indre By,55.68011,12.56794,Entire home/apt,849,4
Valby,55.66154,12.51157,Entire home/apt,410,2
Indre By,55.69639,12.58436,Entire home/apt,800,2
Indre By,55.68569,12.58368,Entire home/apt,1050,3
Indre By,55.68691,12.61613,Entire home/apt,950,2
Indre By,55.68888,12.59166,Entire home/apt,1129,2
Indre By,55.68481,12.56377,Private room,194,2
Brnshj-Husum,55.71303,12.47064,Shared room,300,1
Nrrebro,55.69801,12.53788,Entire home/apt,922,5
Indre By,55.67602,12.57423,Private room,680,3
Frederiksberg,55.68055,12.52748,Entire home/apt,3000,3
Amager st,55.65705,12.62709,Entire home/apt,650,5
Amager st,55.652203,12.639291,Entire home/apt,3000,2
Vesterbro-Kongens Enghave,55.66523,12.54107,Entire home/apt,679,5
Vesterbro-Kongens Enghave,55.65268,12.55495,Entire home/apt,800,5
Nrrebro,55.6989,12.55216,Entire home/apt,767,4
Vesterbro-Kongens Enghave,55.6654,12.55497,Entire home/apt,900,2
Vesterbro-Kongens Enghave,55.6645,12.54236,Entire home/apt,950,1
Bispebjerg,55.72598,12.52848,Private room,290,1
Brnshj-Husum,55.69945,12.50887,Private room,554,2
Nrrebro,55.69771,12.54622,Entire home/apt,350,2
sterbro,55.70973,12.59919,Entire home/apt,1000,1
Nrrebro,55.68858,12.55334,Entire home/apt,950,4
Indre By,55.67978,12.57594,Entire home/apt,1132,4
Nrrebro,55.69696,12.55523,Entire home/apt,783,2
Vesterbro-Kongens Enghave,55.66872,12.5543,Entire home/apt,994,5
sterbro,55.71109,12.57115,Entire home/apt,800,4
Nrrebro,55.69379,12.54679,Entire home/apt,800,3
Vesterbro-Kongens Enghave,55.67051,12.55612,Entire home/apt,1150,1
Frederiksberg,55.6846,12.50749,Entire home/apt,450,5
Frederiksberg,55.67492,12.54826,Entire home/apt,1300,2
sterbro,55.70283,12.58295,Entire home/apt,1000,3
Amager Vest,55.63181,12.57599,Private room,266,5
sterbro,55.70057,12.58662,Private room,400,5
Amager Vest,55.63532,12.58064,Entire home/apt,1000,1
Indre By,55.67221,12.59083,Entire home/apt,649,1
Amager Vest,55.66583,12.58022,Entire home/apt,460,4
Vesterbro-Kongens Enghave,55.6719,12.54665,Entire home/apt,1010,4
Vesterbro-Kongens Enghave,55.65775,12.53737,Entire home/apt,1357,1
sterbro,55.710213,12.59699,Entire home/apt,1994,2
Vesterbro-Kongens Enghave,55.666466,12.555917,Entire home/apt,893,1
sterbro,55.69946,12.57924,Entire home/apt,604,2
Bispebjerg,55.7029650196368,12.5237960290019,Private room,260,5
Vesterbro-Kongens Enghave,55.66584,12.54472,Entire home/apt,900,2
sterbro,55.72208,12.579,Entire home/apt,920,2
Valby,55.66156,12.482,Entire home/apt,450,3
Frederiksberg,55.68483,12.53495,Entire home/apt,831,3
Frederiksberg,55.68156,12.52026,Entire home/apt,1121,3
Indre By,55.6823,12.57192,Entire home/apt,1200,2
Vesterbro-Kongens Enghave,55.65774,12.5619,Entire home/apt,1150,5
Nrrebro,55.68657,12.54999,Entire home/apt,904,5
sterbro,55.71006,12.57216,Entire home/apt,1004,4
sterbro,55.70027,12.58142,Entire home/apt,1200,5
Vanlse,55.69619,12.48827,Private room,550,1
Frederiksberg,55.67094,12.51339,Entire home/apt,400,2
Vesterbro-Kongens Enghave,55.66673,12.55432,Entire home/apt,400,2
Vesterbro-Kongens Enghave,55.66743,12.55363,Entire home/apt,400,5
Indre By,55.69351,12.58965,Private room,490,1
Amager Vest,55.63989,12.61071,Private room,350,4
sterbro,55.70956,12.55749,Entire home/apt,954,5
Indre By,55.67405,12.5977,Entire home/apt,1100,3
Vesterbro-Kongens Enghave,55.66306,12.53954,Entire home/apt,1044,4
Frederiksberg,55.68602,12.52522,Entire home/apt,926,2
Amager st,55.66421,12.62672,Entire home/apt,1086,3
Amager Vest,55.63534,12.57772,Private room,325,4
Amager Vest,55.65986,12.58794,Entire home/apt,1000,3
Bispebjerg,55.70493,12.52435,Entire home/apt,500,2
Vesterbro-Kongens Enghave,55.66988,12.55825,Entire home/apt,950,5
Nrrebro,55.689369,12.560779,Entire home/apt,2500,1
sterbro,55.70634,12.57771,Entire home/apt,1050,4
Nrrebro,55.69949,12.53998,Private room,560,4
Amager st,55.664333,12.602571,Entire home/apt,700,4
Bispebjerg,55.70583,12.52605,Entire home/apt,704,2
Vesterbro-Kongens Enghave,55.66515,12.55585,Entire home/apt,1000,2
Valby,55.64627,12.50413,Entire home/apt,743,2
Amager st,55.65968,12.6137,Entire home/apt,700,5
Amager st,55.66686,12.62619,Entire home/apt,1707,3
Vesterbro-Kongens Enghave,55.67075,12.54579,Entire home/apt,858,3
Indre By,55.67705,12.57353,Entire home/apt,690,1
Vanlse,55.69155,12.5177,Entire home/apt,400,5
Amager st,55.6637994965836,12.6141322104565,Entire home/apt,499,3
Frederiksberg,55.68929,12.51503,Entire home/apt,866,3
Nrrebro,55.68923,12.56465,Entire home/apt,1086,4
Bispebjerg,55.70549,12.52713,Entire home/apt,600,4
Nrrebro,55.68599,12.55424,Entire home/apt,750,1
Frederiksberg,55.67816,12.53707,Entire home/apt,900,4
Amager Vest,55.65351,12.59985,Entire home/apt,495,3
Amager Vest,55.63213,12.5769,Entire home/apt,500,2
Vesterbro-Kongens Enghave,55.67274,12.5544,Private room,504,4
Vesterbro-Kongens Enghave,55.66734,12.54725,Private room,420,4
Brnshj-Husum,55.71595,12.48322,Entire home/apt,385,5
Nrrebro,55.69666,12.55024,Entire home/apt,729,1
Amager Vest,55.66261,12.58253,Entire home/apt,741,1
Nrrebro,55.70207,12.55137,Entire home/apt,1100,2
Bispebjerg,55.70685,12.53808,Entire home/apt,354,5
Vesterbro-Kongens Enghave,55.66663,12.55654,Private room,600,1
Vanlse,55.69202,12.50645,Entire home/apt,1200,3
Bispebjerg,55.702312,12.533533,Entire home/apt,700,3
sterbro,55.70958,12.57303,Entire home/apt,614,2
Brnshj-Husum,55.70577,12.49494,Entire home/apt,670,2
Brnshj-Husum,55.70993,12.50921,Entire home/apt,593,2
Frederiksberg,55.69746,12.53735,Entire home/apt,434,4
Indre By,55.67648,12.5978,Entire home/apt,1080,4
Indre By,55.68394,12.58781,Entire home/apt,1404,5
Vesterbro-Kongens Enghave,55.66708,12.53542,Entire home/apt,750,2
Indre By,55.68533,12.57072,Entire home/apt,500,3
Nrrebro,55.69908,12.54913,Entire home/apt,750,3
Brnshj-Husum,55.70657,12.47263,Private room,290,5
Amager st,55.66263,12.60659,Entire home/apt,450,5
Frederiksberg,55.67732,12.54659,Entire home/apt,1000,5
Indre By,55.68475,12.58248,Entire home/apt,1350,4
Nrrebro,55.68778,12.55573,Entire home/apt,700,5
Nrrebro,55.704,12.54512,Entire home/apt,1000,5
Indre By,55.67899,12.59221,Entire home/apt,703,4
Amager st,55.65505,12.61266,Entire home/apt,650,5
Amager st,55.65402,12.61479,Entire home/apt,500,2
Nrrebro,55.68861,12.55615,Private room,500,5
sterbro,55.70745,12.58375,Entire home/apt,1000,3
Nrrebro,55.68719,12.54909,Entire home/apt,900,4
Amager st,55.66337,12.61019,Entire home/apt,700,2
sterbro,55.70493,12.58886,Entire home/apt,995,4
Nrrebro,55.69704,12.54557,Entire home/apt,838,4
Nrrebro,55.69288,12.54385,Entire home/apt,647,5
Amager Vest,55.63826,12.5895,Entire home/apt,577,5
sterbro,55.69373,12.5662,Entire home/apt,1250,2
Nrrebro,55.69699,12.5458,Entire home/apt,950,4
Indre By,55.67476,12.57644,Entire home/apt,1288,1
Vesterbro-Kongens Enghave,55.6708,12.5464,Entire home/apt,894,3
Nrrebro,55.69489,12.54647,Entire home/apt,1000,3
Frederiksberg,55.6821,12.53115,Private room,628,1
Amager Vest,55.65707,12.56963,Entire home/apt,960,5
Vesterbro-Kongens Enghave,55.66597,12.55166,Entire home/apt,1000,2
Amager Vest,55.63354,12.5756,Entire home/apt,590,3
Amager Vest,55.63359,12.57657,Entire home/apt,990,1
Vesterbro-Kongens Enghave,55.6722064457642,12.557313871662,Entire home/apt,1000,5
Frederiksberg,55.67613,12.53744,Entire home/apt,1493,3
Amager st,55.65405,12.62044,Entire home/apt,900,2
Nrrebro,55.68612,12.55907,Entire home/apt,1005,4
Nrrebro,55.69161,12.54309,Entire home/apt,664,3
sterbro,55.70348,12.58879,Entire home/apt,900,2
Nrrebro,55.69791,12.55133,Entire home/apt,950,5
Indre By,55.6774,12.58035,Entire home/apt,913,1
Nrrebro,55.69761,12.5488,Entire home/apt,579,4
sterbro,55.70788,12.58312,Entire home/apt,950,1
Frederiksberg,55.67801,12.5552,Entire home/apt,1550,5
Indre By,55.67799,12.576584,Entire home/apt,751,1
Indre By,55.67274,12.5863,Entire home/apt,657,5
Nrrebro,55.68853,12.55443,Entire home/apt,750,1
Valby,55.66647,12.48535,Entire home/apt,514,4
Frederiksberg,55.68468,12.53001,Entire home/apt,1200,1
Nrrebro,55.68808,12.54744,Entire home/apt,850,2
Nrrebro,55.69485,12.54245,Entire home/apt,800,4
Nrrebro,55.69473,12.53828,Entire home/apt,850,2
Valby,55.65302,12.52593,Entire home/apt,519,5
Nrrebro,55.6846,12.55416,Entire home/apt,650,1
Amager st,55.660759,12.609882,Entire home/apt,790,3
sterbro,55.69323,12.56942,Entire home/apt,1100,3
Bispebjerg,55.70249,12.52315,Entire home/apt,450,1
Vesterbro-Kongens Enghave,55.67081,12.54616,Entire home/apt,3250,4
Vesterbro-Kongens Enghave,55.6644,12.53483,Entire home/apt,1000,5
Indre By,55.683319,12.576066,Entire home/apt,2232,5
Amager Vest,55.66443,12.60011,Entire home/apt,2000,5
Vesterbro-Kongens Enghave,55.66557,12.53989,Entire home/apt,797,5
Frederiksberg,55.68439,12.52524,Private room,680,2
Vesterbro-Kongens Enghave,55.64804,12.526,Entire home/apt,950,4
Indre By,55.68181,12.57578,Entire home/apt,1200,1
Indre By,55.67595,12.59801,Entire home/apt,1200,4
sterbro,55.70906,12.56752,Entire home/apt,1800,1
Brnshj-Husum,55.71097,12.49567,Entire home/apt,950,4
Indre By,55.67942,12.58891,Private room,2000,5
Vesterbro-Kongens Enghave,55.67032,12.54509,Private room,525,5
sterbro,55.70663,12.56643,Entire home/apt,1500,2
Nrrebro,55.69975,12.53998,Entire home/apt,600,2
Indre By,55.68056,12.57895,Entire home/apt,1300,3
Frederiksberg,55.67423,12.54323,Entire home/apt,1199,1
Nrrebro,55.69381,12.55035,Entire home/apt,1114,5
sterbro,55.71391,12.57136,Entire home/apt,850,4
Nrrebro,55.69623,12.5399,Entire home/apt,893,5
Vesterbro-Kongens Enghave,55.66688,12.55574,Entire home/apt,1000,4
Frederiksberg,55.67886,12.55147,Entire home/apt,653,5
Vesterbro-Kongens Enghave,55.67047,12.54689,Entire home/apt,900,1
Nrrebro,55.694462,12.544156,Entire home/apt,723,3
Amager st,55.65763,12.61051,Entire home/apt,700,4
Frederiksberg,55.67359,12.53967,Entire home/apt,1306,1
Indre By,55.67799,12.576584,Entire home/apt,683,1
Bispebjerg,55.69945,12.53399,Entire home/apt,700,5
Vesterbro-Kongens Enghave,55.6688,12.54774,Entire home/apt,2000,2
Vesterbro-Kongens Enghave,55.66573,12.54792,Private room,499,1
Nrrebro,55.69777,12.55908,Entire home/apt,570,4
Indre By,55.68196,12.57416,Entire home/apt,1900,5
Vanlse,55.689274,12.491085,Entire home/apt,455,3
Indre By,55.68119,12.59073,Entire home/apt,1300,5
Indre By,55.6827,12.57883,Entire home/apt,1000,4
Indre By,55.6792,12.56856,Entire home/apt,1350,5
Indre By,55.69101,12.57144,Entire home/apt,1700,5
Indre By,55.67739,12.57225,Entire home/apt,1487,1
Vesterbro-Kongens Enghave,55.66589,12.54003,Entire home/apt,1500,4
Bispebjerg,55.70834,12.53626,Entire home/apt,480,5
Vesterbro-Kongens Enghave,55.667,12.55545,Entire home/apt,1071,4
sterbro,55.70618,12.56334,Entire home/apt,2000,1
Nrrebro,55.69343,12.54384,Entire home/apt,1000,2
Nrrebro,55.70385,12.55606,Entire home/apt,774,5
Amager st,55.66091,12.60918,Entire home/apt,557,1
Frederiksberg,55.68744,12.541,Entire home/apt,950,1
Amager st,55.66483,12.61675,Entire home/apt,1100,4
Bispebjerg,55.70066,12.52968,Entire home/apt,600,3
Amager Vest,55.66173,12.60338,Entire home/apt,800,1
Valby,55.6622277942652,12.520751087521,Entire home/apt,488,5
Amager st,55.66334,12.60769,Entire home/apt,800,4
Vesterbro-Kongens Enghave,55.66687,12.54918,Entire home/apt,700,5
Nrrebro,55.68974,12.5647,Entire home/apt,1034,5
Frederiksberg,55.67779,12.54001,Entire home/apt,889,1
Nrrebro,55.6919,12.56402,Entire home/apt,1434,5
Nrrebro,55.6883,12.54212,Entire home/apt,1400,3
Vesterbro-Kongens Enghave,55.66963,12.54571,Entire home/apt,1000,3
Nrrebro,55.69673,12.55453,Entire home/apt,1050,4
Valby,55.66773,12.50938,Entire home/apt,321,4
Bispebjerg,55.69805,12.53645,Entire home/apt,550,5
Amager st,55.66119,12.60907,Private room,325,2
Vesterbro-Kongens Enghave,55.66952,12.54492,Entire home/apt,600,5
Vesterbro-Kongens Enghave,55.66492,12.53533,Entire home/apt,1100,3
Vesterbro-Kongens Enghave,55.66401,12.53983,Entire home/apt,513,4
Amager Vest,55.63256,12.58134,Private room,632,3
Indre By,55.68857,12.58601,Entire home/apt,700,4
Amager Vest,55.66282,12.58139,Entire home/apt,1500,5
Vesterbro-Kongens Enghave,55.66901,12.552241,Entire home/apt,695,4
Nrrebro,55.68709,12.54551,Entire home/apt,683,5
Indre By,55.686,12.58446,Entire home/apt,1550,3
sterbro,55.709866,12.597161,Entire home/apt,1057,3
sterbro,55.70807,12.58267,Entire home/apt,699,4
Vesterbro-Kongens Enghave,55.66907,12.55479,Entire home/apt,700,3
Amager st,55.66439,12.61102,Entire home/apt,896,5
Vesterbro-Kongens Enghave,55.6677,12.55313,Entire home/apt,995,2
Amager Vest,55.65693,12.6075,Entire home/apt,1250,2
Indre By,55.67094,12.58966,Entire home/apt,900,3
Frederiksberg,55.6876,12.52927,Entire home/apt,700,1
Nrrebro,55.69623,12.5437,Entire home/apt,890,2
Nrrebro,55.68987,12.56073,Entire home/apt,1100,4
Indre By,55.68097,12.58548,Entire home/apt,1671,4
Amager Vest,55.65089,12.59033,Entire home/apt,2000,4
Vesterbro-Kongens Enghave,55.67201,12.55119,Entire home/apt,1500,4
Vesterbro-Kongens Enghave,55.647133,12.548715,Entire home/apt,1000,2
sterbro,55.70906,12.56238,Entire home/apt,600,3
Vesterbro-Kongens Enghave,55.67035,12.55386,Entire home/apt,1090,5
Vesterbro-Kongens Enghave,55.66915,12.54913,Entire home/apt,893,5
sterbro,55.69875,12.58871,Entire home/apt,713,4
Vesterbro-Kongens Enghave,55.67044,12.54522,Entire home/apt,495,4
Amager st,55.6601,12.60748,Entire home/apt,800,1
Frederiksberg,55.67651,12.54935,Entire home/apt,750,4
Vanlse,55.68258,12.48952,Entire home/apt,500,2
Vesterbro-Kongens Enghave,55.66339,12.55094,Private room,612,3
Indre By,55.67121,12.59358,Entire home/apt,800,2
sterbro,55.70305,12.58527,Entire home/apt,955,5
Valby,55.66045,12.51011,Entire home/apt,1500,2
sterbro,55.71137,12.56175,Entire home/apt,495,2
Vesterbro-Kongens Enghave,55.667,12.55635,Entire home/apt,893,1
Amager Vest,55.63207,12.5741,Private room,340,5
Vesterbro-Kongens Enghave,55.66932,12.55768,Entire home/apt,766,1
Frederiksberg,55.66874,12.53352,Entire home/apt,1160,3
Amager st,55.66424,12.61346,Entire home/apt,629,1
Indre By,55.68994,12.57159,Entire home/apt,1000,3
Vesterbro-Kongens Enghave,55.67282,12.5583,Entire home/apt,629,2
Nrrebro,55.69948,12.53882,Entire home/apt,1100,2
Nrrebro,55.68852,12.5544,Private room,543,4
sterbro,55.70688,12.58659,Entire home/apt,849,2
Amager st,55.64796,12.63226,Entire home/apt,2200,2
Amager Vest,55.66103,12.56898,Entire home/apt,1000,1
sterbro,55.71023,12.56435,Entire home/apt,710,5
Vesterbro-Kongens Enghave,55.66776,12.53553,Entire home/apt,1200,4
Brnshj-Husum,55.70615,12.45555,Entire home/apt,1200,2
Brnshj-Husum,55.70346,12.5056,Private room,275,5
sterbro,55.71532,12.57088,Entire home/apt,1000,5
Frederiksberg,55.68975,12.52647,Entire home/apt,2314,3
Vesterbro-Kongens Enghave,55.66566,12.53563,Entire home/apt,1000,4
Amager st,55.66688,12.62703,Entire home/apt,899,3
Indre By,55.68138,12.57568,Entire home/apt,1500,4
sterbro,55.70238,12.58269,Entire home/apt,971,3
Frederiksberg,55.68949,12.53757,Entire home/apt,879,4
sterbro,55.711635508318,12.5585638408701,Entire home/apt,1000,5
sterbro,55.70073,12.57995,Entire home/apt,739,5
sterbro,55.70435,12.57721,Entire home/apt,1000,5
sterbro,55.72905,12.57534,Entire home/apt,1029,2
Bispebjerg,55.7221,12.53714,Private room,287,2
Nrrebro,55.70047,12.53832,Entire home/apt,700,3
sterbro,55.70872,12.55814,Entire home/apt,899,2
Amager st,55.6561927913042,12.6101713047137,Private room,374,3
Valby,55.66042,12.51846,Entire home/apt,775,1
Vesterbro-Kongens Enghave,55.66905,12.5526,Entire home/apt,800,5
Amager Vest,55.63225,12.58092,Entire home/apt,1190,1
